Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
444,Noelvi Marté,22,CIN,NL,-1.6,65,238,225,24,48,9,0,4,18,9,3,9,75,.213,.252,.307,.559,53,.248,43,69,0,3,0,1,0,5D/H4,,marteno01
445,Zach McKinstry*,29,DET,AL,0.8,117,324,296,32,64,14,5,4,23,16,0,24,69,.216,.278,.338,.616,75,.288,74,100,3,2,0,2,0,65H479/1D,,mckinza01
446,Elehuris Montero,25,COL,NL,-1.7,67,247,224,23,46,10,0,4,28,0,0,20,56,.205,.267,.304,.571,54,.264,53,68,7,0,0,3,0,3D/H,,monteel01
447,James Outman*,27,LAD,NL,-0.5,52,154,135,12,20,4,0,4,11,2,1,15,54,.148,.253,.267,.520,49,.239,49,36,0,4,0,0,0,8H/79,,outmaja01
448,Víctor Robles,27,2TM,2LG,3.1,90,291,250,43,77,19,0,4,27,34,2,21,53,.308,.382,.432,.814,141,.385,143,108,2,11,6,3,0,897/HD,,roblevi01
449,Víctor Robles,27,WSN,NL,0.1,14,33,25,3,3,0,0,0,2,4,1,5,9,.120,.281,.120,.401,21,.254,47,3,0,1,1,1,0,/89H,,roblevi01
450,Víctor Robles,27,SEA,AL,3.0,76,258,225,40,74,19,0,4,25,30,1,16,44,.329,.395,.467,.862,155,.401,155,105,2,10,5,2,0,897/HD,,roblevi01
451,Trey Sweeney*,24,DET,AL,0.9,35,115,107,10,24,5,0,4,17,2,0,6,31,.224,.270,.383,.653,84,.294,84,41,3,1,0,1,0,6,,sweentr01
452,Luis Urías,27,SEA,AL,0.4,40,108,93,11,17,7,0,4,16,0,0,9,34,.183,.296,.387,.683,101,.301,102,36,2,6,0,0,0,5/H,,uriaslu01
453,Brett Wisely*,25,SFG,NL,0.3,90,269,249,25,59,13,1,4,30,2,3,13,65,.237,.277,.345,.623,79,.270,76,86,3,2,2,3,0,46H/538,,wiselbr01
454,Whit Merrifield,35,2TM,NL,0.3,94,335,293,43,65,9,3,4,15,16,3,35,52,.222,.311,.314,.625,76,.306,87,92,7,3,4,0,0,475H/D,,merriwh01
455,Whit Merrifield,35,PHI,NL,0.1,53,174,156,21,31,4,1,3,11,11,1,15,19,.199,.277,.295,.572,62,.292,74,46,2,2,1,0,0,745H/D,,merriwh01
456,Whit Merrifield,35,ATL,NL,0.2,41,161,137,22,34,5,2,1,4,5,2,20,33,.248,.348,.336,.684,93,.321,101,46,5,1,3,0,0,4/H,,merriwh01
457,Tomás Nido,30,2TM,NL,-0.4,49,140,130,14,25,4,0,4,12,0,0,5,35,.192,.219,.315,.534,50,.235,44,41,1,0,3,2,0,2/H,,nidoto01
458,Tomás Nido,30,NYM,NL,0.1,32,90,83,9,19,2,0,3,8,0,0,4,20,.229,.261,.361,.623,76,.277,76,30,0,0,2,1,0,2/H,,nidoto01
459,Tomás Nido,30,CHC,NL,-0.5,17,50,47,5,6,2,0,1,4,0,0,1,15,.128,.143,.234,.377,5,.159,-14,11,1,0,1,1,0,2/H,,nidoto01
460,Joey Loperfido*,25,2TM,AL,0.5,80,258,239,24,52,13,4,4,24,4,2,13,93,.218,.268,.356,.624,77,.279,77,85,3,4,1,1,0,789/H3D,,loperjo01
461,Joey Loperfido*,25,HOU,AL,0.3,38,118,106,11,25,5,1,2,16,2,1,7,43,.236,.299,.358,.658,88,.289,85,38,1,3,1,1,0,79/H83D,,loperjo01
462,Joey Loperfido*,25,TOR,AL,0.2,42,140,133,13,27,8,3,2,8,2,1,6,50,.203,.243,.353,.596,68,.270,71,47,2,1,0,0,0,78/H3D,,loperjo01
463,Luisangel Acuña,22,NYM,NL,0.7,11,36,35,6,12,2,1,3,6,0,1,1,5,.343,.361,.714,1.075,198,.429,196,25,1,0,0,0,0,6,,acunajo01
464,Blaze Alexander,25,ARI,NL,0.0,61,185,166,19,41,7,0,3,21,3,1,15,49,.247,.321,.343,.664,86,.301,86,57,1,3,1,0,0,64D/H5,,alexabl01
465,Gabriel Arias,24,CLE,AL,-0.4,53,161,153,15,34,9,1,3,15,5,2,6,53,.222,.255,.353,.608,71,.273,71,54,4,1,0,1,0,56/4H38D79,,ariasga01
466,Jordan Beck,23,COL,NL,-0.8,54,182,168,14,32,6,0,3,13,7,1,12,63,.190,.247,.280,.527,42,.249,37,47,3,1,0,1,1,79/8H,,beckjo01
467,Alex Call,29,WSN,NL,1.6,30,113,99,15,34,9,0,3,14,5,1,12,19,.343,.425,.525,.950,169,.429,180,52,2,2,0,0,0,9/87H,,callal02
468,Dylan Carlson#,25,2TM,2LG,-1.3,95,261,231,19,46,7,0,3,24,2,1,22,74,.199,.280,.268,.548,57,.250,54,62,2,5,0,3,0,798H/D,,carlsdy01
469,Dylan Carlson#,25,STL,NL,-1.0,59,138,121,12,24,5,0,0,11,0,1,12,37,.198,.275,.240,.515,47,.233,42,29,2,2,0,3,0,98H/7D,,carlsdy01
470,Dylan Carlson#,25,TBR,AL,-0.4,36,123,110,7,22,2,0,3,13,2,0,10,37,.200,.285,.300,.585,69,.269,68,33,0,3,0,0,0,7/H9D,,carlsdy01
471,Griffin Conine*,26,MIA,NL,0.8,29,85,78,14,22,4,1,3,12,0,0,6,27,.282,.341,.474,.816,119,.348,115,37,1,1,0,0,0,9/H7D,,coningr01
472,Billy Cook,25,PIT,NL,0.6,15,45,45,5,10,1,0,3,8,1,0,0,18,.222,.222,.444,.667,80,.284,71,20,0,0,0,0,0,/8397,,cookbi01
473,Dylan Crews,22,WSN,NL,0.4,30,128,116,12,23,5,0,3,8,11,2,11,26,.198,.266,.319,.585,66,.276,66,37,4,0,0,1,0,9/8,,crewsdy01
474,David Dahl*,30,PHI,NL,0.2,19,62,58,6,12,2,0,3,8,0,0,3,21,.207,.242,.397,.638,75,.286,78,23,0,0,0,1,0,7/D9H,,dahlda01
475,Ezequiel Durán,25,TEX,AL,0.1,91,281,264,25,65,11,0,3,20,1,2,14,63,.246,.288,.322,.610,76,.270,73,85,6,2,0,1,0,573DH/6498,,duranez01
476,Estevan Florial*,26,CLE,AL,0.1,36,111,98,11,17,6,2,3,11,2,1,11,41,.173,.264,.367,.631,78,.274,73,36,2,1,1,0,0,79D/H8,,flories01
477,Robbie Grossman#,34,3TM,AL,-0.3,87,245,208,21,44,8,0,3,16,3,0,34,58,.212,.322,.293,.616,79,.291,84,61,8,1,0,2,0,DH79,,grossro01
478,Robbie Grossman#,34,CHW,AL,-0.1,25,85,71,6,15,4,0,0,4,2,0,13,20,.211,.329,.268,.597,74,.295,84,19,2,0,0,1,0,9/H7D,,grossro01
479,Robbie Grossman#,34,TEX,AL,0.2,46,122,105,13,25,4,0,3,10,1,0,16,25,.238,.336,.362,.698,101,.317,104,38,5,0,0,1,0,DH7/9,,grossro01
480,Robbie Grossman#,34,KCR,AL,-0.4,16,38,32,2,4,0,0,0,2,0,0,5,13,.125,.263,.125,.388,15,.201,17,4,1,1,0,0,0,D/H79,,grossro01
481,Brett Harris,26,OAK,AL,-0.5,36,123,103,15,15,3,0,3,12,0,3,17,25,.146,.276,.262,.539,59,.253,71,27,3,2,0,1,0,5/H,,harribr02
482,Alex Jackson,28,TBR,AL,-0.4,58,155,139,17,17,7,0,3,12,1,0,12,53,.122,.201,.237,.439,26,.213,29,33,2,2,1,1,0,2/H,,jacksal02
483,Nolan Jones*,26,COL,NL,-0.8,78,293,253,28,57,13,1,3,28,5,4,35,90,.225,.318,.320,.639,74,.287,71,81,7,1,1,3,2,7/DH,,jonesno01
484,Corey Julks,28,CHW,AL,-1.1,66,189,173,17,37,7,0,3,14,5,2,15,50,.214,.275,.306,.581,67,.260,63,53,6,0,0,1,0,97H/D8,,julksco01
485,Heston Kjerstad*,25,BAL,AL,0.3,38,113,98,7,24,2,0,3,13,1,0,10,33,.245,.345,.357,.702,108,.321,112,35,0,5,0,0,2,D7H/9,,kjershe01
486,Brooks Lee#,23,MIN,AL,0.1,49,181,168,9,37,6,1,3,27,3,0,11,26,.220,.265,.321,.587,64,.257,54,54,6,0,0,2,2,654/HD,,leebr02
487,Rafael Marchán#,25,PHI,NL,0.7,17,56,51,8,15,4,0,3,6,0,0,3,8,.294,.345,.549,.894,146,.379,146,28,1,1,1,0,0,2,,marchra01
488,Ángel Martínez#,22,CLE,AL,0.1,43,169,151,16,35,7,0,3,11,3,1,15,33,.232,.298,.338,.635,81,.286,80,51,2,0,1,2,0,87/9H5D4,,martian02
489,Reese McGuire*,29,BOS,AL,0.1,53,158,139,10,29,3,0,3,18,3,0,13,39,.209,.280,.295,.575,61,.269,59,41,4,2,1,3,0,2/HD,,mcguire01
490,Danny Mendick,30,CHW,AL,-0.3,47,141,132,13,26,7,0,3,8,6,0,6,35,.197,.243,.318,.561,59,.255,52,42,3,2,1,0,0,54H/1D,,mendida01
491,Joey Meneses,32,WSN,NL,-0.5,76,313,281,19,65,11,0,3,42,2,0,21,63,.231,.291,.302,.593,70,.280,76,85,9,5,0,6,1,3D/H,,menesjo01
492,Dane Myers,28,MIA,NL,0.6,43,104,91,17,24,6,1,3,19,4,1,8,36,.264,.337,.451,.787,112,.351,115,41,0,3,0,2,0,9H8/7D,,myersda01
493,Kevin Newman,30,ARI,NL,2.2,110,311,288,41,80,17,1,3,28,8,1,15,48,.278,.311,.375,.686,91,.313,92,108,7,0,6,2,1,643/H57D,,newmake01
494,Geraldo Perdomo#,24,ARI,NL,3.3,97,384,334,61,91,21,2,3,36,9,1,36,57,.272,.344,.374,.718,101,.328,104,125,5,3,6,5,0,6/H,,perdoge01
495,Bryan Ramos,22,CHW,AL,-0.2,31,103,95,11,18,4,0,3,9,0,2,6,21,.189,.235,.326,.562,59,.262,72,31,3,0,0,1,0,5/DH,,ramosbr01
496,Johan Rojas,23,PHI,NL,0.7,120,363,338,47,82,12,3,3,32,25,4,13,69,.243,.279,.322,.601,69,.277,63,109,7,4,8,0,0,*8/HD,,rojasjo03
497,Ben Rortvedt*,26,TBR,AL,1.0,112,328,290,27,66,13,0,3,31,1,0,34,88,.228,.317,.303,.621,80,.287,83,88,6,4,0,0,0,*2H/1,,rortvbe01
498,Eguy Rosario,24,SDP,NL,0.3,30,57,53,5,13,6,0,3,6,0,0,2,20,.245,.286,.528,.814,121,.339,116,28,1,1,1,0,0,5H/D4,,rosareg01
499,Chris Taylor,33,LAD,NL,-0.5,86,243,211,27,42,7,1,3,22,5,1,27,75,.199,.293,.284,.578,67,.281,77,60,5,2,1,2,0,754H/8,,tayloch03
500,José Tena*,23,2TM,2LG,0.3,43,164,157,14,43,5,0,3,15,6,1,7,38,.274,.305,.363,.668,90,.297,85,57,1,0,0,0,0,5/4DH,,tenajo01
501,José Tena*,23,CLE,AL,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-124,0,0,0,0,0,0,/5DH,,tenajo01
502,José Tena*,23,WSN,NL,0.4,40,160,153,14,43,5,0,3,15,6,1,7,36,.281,.313,.373,.685,95,.304,91,57,1,0,0,0,0,5/4,,tenajo01
503,Alek Thomas*,24,ARI,NL,-0.1,38,103,95,12,18,5,1,3,17,4,1,7,17,.189,.245,.358,.603,65,.283,71,34,7,0,1,0,0,8/HD,,thomaal01
504,Luis Torrens,28,NYM,NL,0.8,45,127,115,14,27,8,0,3,15,0,1,9,27,.235,.299,.383,.682,94,.293,91,44,5,2,0,1,0,2/HD1,,torrelu01
505,Weston Wilson,29,PHI,NL,0.7,39,95,85,13,24,6,1,3,8,3,0,8,28,.282,.347,.482,.830,130,.370,134,41,2,1,0,1,0,7H/543918,,wilsowe01
506,Jacob Young,24,WSN,NL,2.7,149,517,465,74,119,24,1,3,36,33,10,29,101,.256,.315,.331,.646,85,.298,87,154,11,12,9,2,0,*8/HD,,youngja03
507,Amed Rosario,28,3TM,2LG,0.0,103,346,332,29,93,18,3,3,32,13,5,9,73,.280,.306,.380,.686,94,.312,98,126,10,4,0,1,0,49DH56,,rosaram01
508,Amed Rosario,28,2TM,NL,-0.5,27,71,68,7,12,1,0,1,6,4,1,2,25,.176,.211,.235,.447,23,.231,30,16,1,1,0,0,0,D/H4965,,rosaram01
509,Amed Rosario,28,TBR,AL,0.5,76,275,264,22,81,17,3,2,26,9,4,7,48,.307,.331,.417,.748,114,.333,116,110,9,3,0,1,0,4956DH,,rosaram01
510,Amed Rosario,28,LAD,NL,0.1,5,12,11,1,3,1,0,0,2,1,1,1,2,.273,.333,.364,.697,100,.281,96,4,0,0,0,0,0,/46H5,,rosaram01
511,Amed Rosario,28,CIN,NL,-0.6,22,59,57,6,9,0,0,1,4,3,0,1,23,.158,.186,.211,.397,9,.221,17,12,1,1,0,0,0,D/9H4,,rosaram01
512,Kyle Stowers*,26,2TM,2LG,-0.5,69,209,192,15,40,11,2,3,24,0,1,13,74,.208,.268,.333,.601,65,.270,64,64,2,3,0,1,0,79H8/D,,stoweky01
513,Kyle Stowers*,26,BAL,AL,0.2,19,37,36,3,11,4,0,1,9,0,1,0,13,.306,.297,.500,.797,129,.346,141,18,0,0,0,1,0,/97HD,,stoweky01
514,Kyle Stowers*,26,MIA,NL,-0.7,50,172,156,12,29,7,2,2,15,0,0,13,61,.186,.262,.295,.556,51,.254,48,46,2,3,0,0,0,78/9H,,stoweky01
515,José Abreu,37,HOU,AL,-1.7,35,120,113,10,14,2,0,2,7,0,0,4,28,.124,.167,.195,.361,4,.163,-5,22,4,2,0,1,0,3/H,,abreujo02
516,Riley Adams,28,WSN,NL,0.2,41,130,116,10,26,5,1,2,8,1,0,10,35,.224,.292,.336,.629,79,.292,84,39,4,2,0,2,1,2/DH,,adamsri03
517,Akil Baddoo*,25,DET,AL,-0.5,31,82,73,7,10,2,2,2,5,1,0,8,27,.137,.220,.301,.521,47,.230,39,22,0,0,0,1,0,7/89H,,baddoak01
518,Luken Baker,27,STL,NL,-0.1,20,46,37,3,7,1,1,2,10,1,0,7,11,.189,.304,.432,.737,103,.317,96,16,1,0,0,2,0,DH/3,,bakerlu01
519,Brooks Baldwin#,23,CHW,AL,0.1,33,121,114,9,24,6,0,2,8,4,0,6,31,.211,.250,.316,.566,61,.263,59,36,1,0,1,0,0,4/6,,baldwbr01
520,Ryan Bliss,24,SEA,AL,0.4,33,71,63,10,14,3,1,2,9,5,3,5,22,.222,.290,.397,.687,101,.292,98,25,1,1,2,0,0,4H/D,,blissry01
521,Vidal Bruján#,26,MIA,NL,0.5,102,278,248,32,55,14,2,2,16,5,6,25,54,.222,.303,.319,.622,70,.271,64,79,5,4,1,0,3,46H58/9713,,brujavi01
522,Kris Bryant,32,COL,NL,-0.8,37,155,133,9,29,5,0,2,15,0,0,13,48,.218,.323,.301,.623,70,.292,73,40,6,8,0,1,0,D93,,bryankr01
523,Zach Dezenzo,24,HOU,AL,-0.2,19,65,62,5,15,2,0,2,8,0,0,3,22,.242,.277,.371,.648,84,.307,98,23,3,0,0,0,0,3/5DH,,dezenza01
524,Jasson Domínguez#,21,NYY,AL,-0.1,17,63,53,7,10,1,0,2,4,5,0,10,19,.189,.317,.321,.638,82,.309,83,17,0,0,0,0,0,7/8HD,,dominja01
525,Christian Encarnacion-Strand,24,CIN,NL,-1.0,29,123,116,13,22,6,0,2,16,0,0,4,35,.190,.220,.293,.513,39,.222,26,34,4,1,0,2,0,3,,encarch01
526,Sal Frelick*,24,MIL,NL,2.1,145,524,475,66,123,22,4,2,32,18,3,39,78,.259,.320,.335,.655,83,.303,84,159,8,4,2,1,0,*987H/5D,,frelisa01
527,Avisaíl García,33,MIA,NL,-0.2,18,51,50,4,12,1,0,2,2,0,0,1,13,.240,.255,.380,.635,70,.269,58,19,4,0,0,0,0,9/H,,garciav01
528,Yan Gomes,36,CHC,NL,-0.6,34,96,91,7,14,2,0,2,7,0,0,2,36,.154,.179,.242,.421,18,.192,12,22,2,1,1,1,0,2,,gomesya01
529,Austin Hedges,31,CLE,AL,-0.6,66,146,132,12,20,3,0,2,15,2,0,6,50,.152,.203,.220,.422,21,.199,14,29,2,3,3,2,0,2/1,,hedgeau01
530,Charles Leblanc,28,LAA,AL,0.1,11,28,21,6,4,0,0,2,6,0,0,7,9,.190,.393,.476,.869,145,.378,144,10,0,0,0,0,0,/543D,,leblach01
531,Jung Hoo Lee*,25,SFG,NL,0.1,37,158,145,15,38,4,0,2,8,2,3,10,13,.262,.310,.331,.641,86,.287,90,48,2,1,0,2,0,8,,leeju01
532,DJ LeMahieu,35,NYY,AL,-1.6,67,228,201,19,41,5,0,2,26,0,1,19,35,.204,.269,.259,.527,51,.244,51,52,13,1,1,6,0,35/H,,lemahdj01
533,Tyler Locklear,23,SEA,AL,-0.3,16,49,45,3,7,1,0,2,3,1,0,3,20,.156,.224,.311,.536,57,.241,55,14,3,1,0,0,0,3/H,,locklty01
534,Luke Maile,33,CIN,NL,-0.4,52,150,131,8,22,4,0,2,8,2,0,13,51,.168,.262,.244,.506,40,.245,40,32,4,4,1,1,0,2/1HD,,mailelu01
535,Ryan McKenna,27,2TM,2LG,0.1,13,15,14,4,3,0,0,2,2,1,1,1,5,.214,.267,.643,.910,154,.354,147,9,0,0,0,0,0,/9H78,,mckenry01
536,Ryan McKenna,27,BAL,AL,0.1,9,9,8,3,3,0,0,2,2,0,1,1,1,.375,.444,1.125,1.569,341,.562,326,9,0,0,0,0,0,/9H78,,mckenry01
537,Ryan McKenna,27,SFG,NL,0.0,4,6,6,1,0,0,0,0,0,1,0,0,4,.000,.000,.000,.000,-100,.041,-119,0,0,0,0,0,0,/9H7,,mckenry01
538,Joshua Palacios*,28,PIT,NL,-0.1,22,74,64,10,14,1,0,2,7,1,0,9,11,.219,.324,.328,.652,83,.299,83,21,1,1,0,0,0,9/8H7,,palacjo01
539,Graham Pauley*,23,SDP,NL,-0.4,13,32,32,4,4,0,0,2,5,0,0,0,15,.125,.125,.313,.438,17,.179,0,10,1,0,0,0,0,/5DH3,,paulegr01
540,René Pinto,27,TBR,AL,-0.1,19,49,42,5,9,3,0,2,6,0,0,4,18,.214,.292,.429,.720,104,.305,97,18,0,1,1,1,0,2,,pintore02
541,Esteury Ruiz,25,OAK,AL,-0.1,29,65,55,10,11,2,1,2,8,5,4,4,20,.200,.270,.382,.652,87,.266,80,21,1,2,2,2,0,7H/8,,ruizes01
542,Miguel Sanó,31,LAA,AL,-0.1,28,95,83,9,17,3,0,2,6,0,0,9,36,.205,.295,.313,.608,73,.272,69,26,2,2,0,1,0,5/D3H1,,sanomi01
543,Aaron Schunk,26,COL,NL,0.2,38,94,90,14,22,3,0,2,7,0,1,4,29,.244,.277,.344,.621,67,.271,62,31,0,0,0,0,1,45/H6D,,schunaa01
544,Victor Scott II*,23,STL,NL,-0.5,53,155,145,14,26,9,0,2,10,5,1,6,42,.179,.219,.283,.502,39,.235,37,41,0,2,0,2,0,8/9H7,,scottvi01
545,Michael Siani*,24,STL,NL,0.7,123,331,296,41,68,7,2,2,20,20,3,20,91,.230,.284,.287,.572,61,.265,54,85,2,3,11,1,0,*8H/97D,,sianimi01
546,Trevor Story,31,BOS,AL,0.9,26,106,94,8,24,7,0,2,10,6,3,11,33,.255,.340,.394,.733,104,.325,104,37,2,1,0,0,2,6,,storytr01
547,Matt Thaiss*,29,LAA,AL,0.6,56,182,154,14,31,8,0,2,16,3,0,27,58,.201,.319,.292,.611,75,.291,79,45,2,0,0,1,0,2/DH,,thaisma01
548,Eric Wagaman,26,LAA,AL,0.3,17,70,68,6,17,5,0,2,10,0,0,2,16,.250,.271,.412,.683,90,.295,85,28,1,0,0,0,0,5/7H,,wagamer01
549,Will Wagner*,25,TOR,AL,0.7,24,86,82,8,25,6,0,2,11,0,0,4,16,.305,.337,.451,.788,123,.353,130,37,3,0,0,0,0,4/H3D,,wagnewi01
550,Jamie Westbrook,29,BOS,AL,-0.1,21,48,40,4,6,2,0,2,7,0,0,4,14,.150,.234,.350,.584,60,.271,63,14,0,1,0,2,0,4/H59D,,westbja02
551,Nick Yorke,22,PIT,NL,-0.1,10,38,35,4,8,0,0,2,6,2,0,2,11,.229,.263,.400,.663,82,.294,73,14,0,0,0,1,0,/4579,,yorkeni01
552,Nick Ahmed,34,3TM,NL,-0.3,70,225,207,19,47,6,1,2,17,2,1,11,50,.227,.266,.295,.560,62,.253,60,61,6,1,3,3,0,6/H4,,ahmedni01
553,Nick Ahmed,34,SDP,NL,-0.1,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,/4,,ahmedni01
554,Nick Ahmed,34,SFG,NL,-0.1,52,172,155,13,36,6,1,1,15,1,1,10,35,.232,.278,.303,.581,68,.263,69,47,6,1,3,3,0,6/H,,ahmedni01
555,Nick Ahmed,34,LAD,NL,-0.1,17,49,48,6,11,0,0,1,2,1,0,1,14,.229,.245,.292,.537,53,.241,46,14,0,0,0,0,0,6/H,,ahmedni01
556,Harold Ramírez,29,2TM,2LG,-0.1,73,246,238,28,62,7,1,2,29,6,2,5,50,.261,.280,.324,.604,73,.271,70,77,2,2,0,1,0,DH/97,,ramirha02
557,Harold Ramírez,29,TBR,AL,0.1,48,169,164,21,44,3,0,1,13,5,2,3,33,.268,.284,.305,.589,70,.267,69,50,2,1,0,1,0,D/H97,,ramirha02
558,Harold Ramírez,29,WSN,NL,-0.2,25,77,74,7,18,4,1,1,16,1,0,2,17,.243,.273,.365,.638,80,.278,74,27,0,1,0,0,0,D/H,,ramirha02
559,Austin Slater,31,3TM,2LG,-0.2,83,211,176,24,37,4,0,2,18,3,2,26,60,.210,.322,.267,.589,74,.280,82,47,5,5,0,4,0,9H78/D,,slateau01
560,Austin Slater,31,2TM,NL,-0.7,51,133,108,14,20,1,0,1,12,2,1,18,37,.185,.308,.222,.530,56,.260,64,24,3,3,0,4,0,9H7/8D,,slateau01
561,Austin Slater,31,SFG,NL,-0.3,43,112,90,12,18,1,0,1,9,2,1,16,31,.200,.330,.244,.575,70,.280,81,22,3,3,0,3,0,9H/78D,,slateau01
562,Austin Slater,31,CIN,NL,-0.4,8,21,18,2,2,0,0,0,3,0,0,2,6,.111,.190,.111,.302,-14,.151,-25,2,0,0,0,1,0,/87H9D,,slateau01
563,Austin Slater,31,BAL,AL,0.5,32,78,68,10,17,3,0,1,6,1,1,8,23,.250,.346,.338,.684,103,.315,112,23,2,2,0,0,0,79H/8,,slateau01
564,Jordyn Adams,24,LAA,AL,-0.2,11,38,35,4,8,0,0,1,4,2,0,3,12,.229,.289,.314,.604,71,.280,66,11,1,0,0,0,0,/987H,,adamsjo03
565,Ehire Adrianza#,34,LAA,AL,0.1,8,28,26,4,5,1,0,1,2,0,0,2,11,.192,.250,.346,.596,66,.255,57,9,1,0,0,0,0,/54H,,adriaeh01
566,Nick Allen,25,OAK,AL,0.1,40,102,94,6,16,4,0,1,4,0,0,5,20,.170,.212,.245,.457,33,.212,31,23,0,0,3,0,0,6/5H4,,allenni02
567,Austin Barnes,34,LAD,NL,0.7,53,153,137,11,36,3,0,1,11,2,0,14,35,.263,.331,.307,.638,85,.292,85,42,2,0,2,0,0,2/HD4,,barneau01
568,Jon Berti,34,NYY,AL,0.7,24,70,63,10,18,0,0,1,6,5,1,5,14,.286,.348,.333,.681,95,.344,114,21,1,1,1,0,0,5/H47D,,bertijo01
569,Sean Bouchard,28,COL,NL,-0.6,31,108,91,14,17,7,0,1,8,4,0,12,33,.187,.290,.297,.586,59,.299,72,27,0,2,1,2,0,97/DH,,bouchse01
570,Trey Cabbage*,27,HOU,AL,-0.1,45,91,86,12,18,8,0,1,8,1,1,4,34,.209,.253,.337,.590,68,.255,62,29,1,1,0,0,0,9H7/D,,cabbatr01
571,Gustavo Campero#,26,LAA,AL,0.0,12,44,42,6,11,0,1,1,6,3,0,0,8,.262,.295,.381,.676,90,.312,86,16,0,2,0,0,0,9/7H,,campegu01
572,Alexander Canario,24,CHC,NL,0.2,15,28,25,4,7,1,0,1,2,1,0,2,11,.280,.357,.440,.797,125,.349,120,11,0,1,0,0,0,7/9HD,,canaral01
573,Curt Casali,35,SFG,NL,0.3,40,122,105,12,20,3,0,1,8,0,0,13,22,.190,.292,.248,.539,58,.269,72,26,2,2,2,0,0,2,,casalcu01
574,Jonatan Clase#,22,2TM,AL,0.0,25,62,57,7,14,2,0,1,5,3,1,3,16,.246,.306,.333,.640,88,.305,99,19,1,2,0,0,0,7/8HD,,clasejo01
575,Jonatan Clase#,22,SEA,AL,-0.2,19,43,41,4,8,1,0,0,3,3,0,2,14,.195,.233,.220,.452,36,.221,32,9,1,0,0,0,0,7/H8D,,clasejo01
576,Jonatan Clase#,22,TOR,AL,0.2,6,19,16,3,6,1,0,1,2,0,1,1,2,.375,.474,.625,1.099,212,.494,250,10,0,2,0,0,0,/8H,,clasejo01
577,Garrett Cooper,33,2TM,2LG,-0.8,36,116,107,6,22,5,1,1,11,0,0,7,35,.206,.267,.299,.566,59,.252,53,32,3,2,0,0,0,3D/H7,,coopega03
578,Garrett Cooper,33,CHC,NL,0.1,12,41,37,3,10,1,1,1,6,0,0,4,13,.270,.341,.432,.774,118,.335,116,16,1,0,0,0,0,/D3H7,,coopega03
579,Garrett Cooper,33,BOS,AL,-0.9,24,75,70,3,12,4,0,0,5,0,0,3,22,.171,.227,.229,.455,28,.207,19,16,2,2,0,0,0,3/DH,,coopega03
580,Brandon Crawford*,37,STL,NL,-0.2,28,80,71,5,12,5,0,1,4,0,0,8,26,.169,.263,.282,.544,53,.247,49,20,0,1,0,0,0,6/5HD1,,crawfbr01
581,Bobby Dalbec,29,BOS,AL,-0.8,37,93,83,6,11,2,0,1,8,3,0,8,43,.133,.217,.193,.410,16,.196,4,16,1,1,1,0,0,35/H9D,,dalbebo01
582,Henry Davis,24,PIT,NL,-0.7,37,122,104,9,15,4,0,1,5,0,0,13,45,.144,.242,.212,.453,28,.226,32,22,1,1,1,2,0,2/HD,,davishe01
583,Zach DeLoach*,25,CHW,AL,-0.1,21,70,63,8,13,5,0,1,5,0,1,7,20,.206,.286,.333,.619,77,.278,81,21,0,0,0,0,0,9/7H8D,,deloaza01
584,Dillon Dingler,25,DET,AL,-0.4,27,87,84,2,14,5,2,1,11,0,0,3,30,.167,.195,.310,.505,41,.217,31,26,2,0,0,0,0,2,,dingldi01
585,Logan Driscoll*,26,TBR,AL,-0.2,14,33,32,2,6,0,0,1,5,0,0,0,6,.188,.182,.281,.463,31,.188,13,9,0,0,0,1,0,2,,drisclo01
586,Blake Dunn,25,CIN,NL,-0.2,18,29,26,7,4,1,0,1,1,2,0,2,11,.154,.241,.308,.549,49,.263,44,8,1,1,0,0,0,7/H89D,,dunnbl01
587,Oliver Dunn*,26,MIL,NL,0.2,41,104,95,11,21,2,2,1,7,3,0,6,40,.221,.282,.316,.597,66,.269,57,30,1,2,1,0,0,5H/D34,,dunnol01
588,Xavier Edwards#,24,MIA,NL,1.9,69,299,261,38,85,12,5,1,26,31,4,33,52,.326,.396,.421,.817,123,.382,127,110,0,0,1,4,1,6/H4,,edwarxa01
589,Dominic Fletcher*,26,CHW,AL,-0.4,71,236,219,14,45,8,0,1,16,0,0,11,58,.205,.253,.256,.509,47,.226,38,56,5,3,2,0,1,98/H7,,fletcdo01
590,Mike Ford*,31,CIN,NL,-0.6,17,62,60,2,9,0,1,1,4,0,0,2,15,.150,.177,.233,.411,12,.181,-3,14,1,0,0,0,0,D/3H,,fordmi01
591,Ben Gamel*,32,2TM,2LG,0.1,38,99,81,22,20,4,0,1,4,1,0,18,24,.247,.384,.333,.717,109,.338,118,27,0,0,0,0,1,97/HD,,gamelbe01
